,Title,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites
0,Shingeki no Kyojin,"AoT, SnK",進撃の巨人,Attack on Titan,TV,25,Finished Airing,"Apr 7, 2013 to Sep 29, 2013",Spring 2013,Sundays at 01:58 (JST),"Production I.G , Dentsu , Mainichi Broadcasting System , Pony Canyon , Kodansha , Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action Action, Award Winning Award Winning, Drama Drama, Suspense Suspense","Gore Gore, Military Military, Survival Survival",Shounen Shounen,24 min. per ep.,R - 17+ (violence & profanity),"8.54 1 (scored by 2778396 2,778,396 users) 1 indicates a weighted score .",#109 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#1,"3,918,102","171,055"
1,Fullmetal Alchemist: Brotherhood,"Hagane no Renkinjutsushi: Fullmetal Alchemist, Fullmetal Alchemist (2009), FMA, FMAB",鋼の錬金術師 FULLMETAL ALCHEMIST,Fullmetal Alchemist: Brotherhood,TV,64,Finished Airing,"Apr 5, 2009 to Jul 4, 2010",Spring 2009,Sundays at 17:00 (JST),"Aniplex , Square Enix , Mainichi Broadcasting System , Studio Moriken","Funimation , Aniplex of America",Bones,Manga,"Action Action, Adventure Adventure, Drama Drama, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,R - 17+ (violence & profanity),"9.09 1 (scored by 2106269 2,106,269 users) 1 indicates a weighted score .",#2 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3,"3,321,679","224,722"
2,One Punch Man,"One Punch-Man, One-Punch Man, OPM",ワンパンマン,One Punch Man,TV,12,Finished Airing,"Oct 5, 2015 to Dec 21, 2015",Fall 2015,Mondays at 01:05 (JST),"TV Tokyo , Bandai Visual , Lantis , Asatsu DK , Banpresto , Good Smile Company , Shueisha , JR East Marketing & Communications",VIZ Media,Madhouse,Web manga,"Action Action, Comedy Comedy","Adult Cast Adult Cast, Parody Parody, Super Power Super Power",Seinen Seinen,24 min. per ep.,R - 17+ (violence & profanity),"8.50 1 (scored by 2220532 2,220,532 users) 1 indicates a weighted score .",#129 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#4,"3,195,626","64,214"
3,Sword Art Online,"S.A.O, SAO",ソードアート・オンライン,Sword Art Online,TV,25,Finished Airing,"Jul 8, 2012 to Dec 23, 2012",Summer 2012,Sundays at 00:00 (JST),"Aniplex , Genco , DAX Production , ASCII Media Works , Bandai Namco Games",Aniplex of America,A-1 Pictures,Light novel,"Action Action, Adventure Adventure, Fantasy Fantasy, Romance Romance","Love Polygon Love Polygon, Video Game Video Game",,23 min. per ep.,PG-13 - Teens 13 or older,"7.20 1 (scored by 2137462 2,137,462 users) 1 indicates a weighted score .",#3183 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#5,"3,055,714","68,496"
4,Boku no Hero Academia,,僕のヒーローアカデミア,My Hero Academia,TV,13,Finished Airing,"Apr 3, 2016 to Jun 26, 2016",Spring 2016,Sundays at 17:00 (JST),"Dentsu , Mainichi Broadcasting System , Movic , TOHO animation , Shueisha",Funimation,Bones,Manga,,"School School, Super Power Super Power",Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.87 1 (scored by 2053916 2,053,916 users) 1 indicates a weighted score .",#830 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#6,"3,001,386","53,507"
5,Kimetsu no Yaiba,Blade of Demon Destruction,鬼滅の刃,Demon Slayer: Kimetsu no Yaiba,TV,26,Finished Airing,"Apr 6, 2019 to Sep 28, 2019",Spring 2019,Saturdays at 23:30 (JST),"Aniplex , Shueisha",Aniplex of America,ufotable,Manga,"Action Action, Award Winning Award Winning, Fantasy Fantasy",,Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"8.47 1 (scored by 2071760 2,071,760 users) 1 indicates a weighted score .",#141 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#7,"2,997,466","91,079"
6,Naruto,NARUTO,ナルト,Naruto,TV,220,Finished Airing,"Oct 3, 2002 to Feb 8, 2007",Fall 2002,Thursdays at 19:30 (JST),"TV Tokyo , Aniplex , Shueisha",VIZ Media,Pierrot,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.99 1 (scored by 1960795 1,960,795 users) 1 indicates a weighted score .",#634 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#8,"2,834,094","79,513"
7,Hunter x Hunter (2011),HxH (2011),HUNTER×HUNTER（ハンター×ハンター）,Hunter x Hunter,TV,148,Finished Airing,"Oct 2, 2011 to Sep 24, 2014",Fall 2011,Sundays at 10:55 (JST),"VAP , Nippon Television Network , Shueisha",VIZ Media,Madhouse,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"9.04 1 (scored by 1746028 1,746,028 users) 1 indicates a weighted score .",#7 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#9,"2,806,664","208,992"
8,Tokyo Ghoul,"Tokyo Kushu, Toukyou Kushu, Toukyou Ghoul",東京喰種-トーキョーグール-,Tokyo Ghoul,TV,12,Finished Airing,"Jul 4, 2014 to Sep 19, 2014",Summer 2014,Fridays at 00:00 (JST),"Marvelous AQL , TC Entertainment , Shueisha",Funimation,Pierrot,Manga,"Action Action, Fantasy Fantasy, Horror Horror, Suspense Suspense","Gore Gore, Psychological Psychological",Seinen Seinen,24 min. per ep.,R - 17+ (violence & profanity),"7.79 1 (scored by 1854465 1,854,465 users) 1 indicates a weighted score .",#994 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#10,"2,802,433","50,296"
9,Shingeki no Kyojin Season 2,,進撃の巨人 Season2,Attack on Titan Season 2,TV,12,Finished Airing,"Apr 1, 2017 to Jun 17, 2017",Spring 2017,Saturdays at 22:00 (JST),"Production I.G , Dentsu , Mainichi Broadcasting System , Pony Canyon , Kodansha , Techno Sound , Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action Action, Drama Drama, Suspense Suspense","Gore Gore, Military Military, Survival Survival",Shounen Shounen,24 min. per ep.,R - 17+ (violence & profanity),"8.51 1 (scored by 1852797 1,852,797 users) 1 indicates a weighted score .",#127 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#12,"2,699,807","21,555"
10,Jujutsu Kaisen,"Sorcery Fight, JJK",呪術廻戦,Jujutsu Kaisen,TV,24,Finished Airing,"Oct 3, 2020 to Mar 27, 2021",Fall 2020,Saturdays at 01:25 (JST),"Mainichi Broadcasting System , TOHO animation , Shueisha , dugout , Sumzap",VIZ Media,MAPPA,Manga,"Action Action, Award Winning Award Winning, Fantasy Fantasy",,Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"8.61 1 (scored by 1640274 1,640,274 users) 1 indicates a weighted score .",#83 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#14,"2,504,799","89,709"
11,Boku no Hero Academia 2nd Season,,僕のヒーローアカデミア,My Hero Academia Season 2,TV,25,Finished Airing,"Apr 1, 2017 to Sep 30, 2017",Spring 2017,Saturdays at 17:30 (JST),"Dentsu , Yomiuri Telecasting , Movic , Sony Music Entertainment , TOHO animation , Shueisha",Funimation,Bones,Manga,,"School School, Super Power Super Power",Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.09 1 (scored by 1713924 1,713,924 users) 1 indicates a weighted score .",#497 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#15,"2,503,626","17,052"
12,Naruto: Shippuuden,Naruto Hurricane Chronicles,-ナルト- 疾風伝,Naruto Shippuden,TV,500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",Winter 2007,Thursdays at 19:30 (JST),"TV Tokyo , Aniplex , KSS , Rakuonsha , TV Tokyo Music , Shueisha",VIZ Media,Pierrot,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.27 1 (scored by 1645506 1,645,506 users) 1 indicates a weighted score .",#290 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#16,"2,465,401","112,007"
13,Shingeki no Kyojin Season 3,,進撃の巨人 Season3,Attack on Titan Season 3,TV,12,Finished Airing,"Jul 23, 2018 to Oct 15, 2018",Summer 2018,Mondays at 00:35 (JST),"Production I.G , Dentsu , Mainichi Broadcasting System , Pony Canyon , Kodansha , Techno Sound , Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action Action, Drama Drama, Suspense Suspense","Gore Gore, Military Military, Survival Survival",Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"8.62 1 (scored by 1598534 1,598,534 users) 1 indicates a weighted score .",#79 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#18,"2,346,810","20,629"
14,One Piece,OP,ONE PIECE,One Piece,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09:30 (JST),"Fuji TV , TAP , Shueisha","Funimation , 4Kids Entertainment",Toei Animation,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,24 min.,PG-13 - Teens 13 or older,"8.72 1 (scored by 1323786 1,323,786 users) 1 indicates a weighted score .",#50 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#19,"2,332,179","218,459"
15,Shingeki no Kyojin Season 3 Part 2,,進撃の巨人 Season3 Part.2,Attack on Titan Season 3 Part 2,TV,10,Finished Airing,"Apr 29, 2019 to Jul 1, 2019",Spring 2019,Mondays at 00:10 (JST),"Production I.G , Dentsu , Mainichi Broadcasting System , Pony Canyon , Kodansha , Techno Sound , Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action Action, Drama Drama, Suspense Suspense","Gore Gore, Military Military, Survival Survival",Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"9.05 1 (scored by 1572267 1,572,267 users) 1 indicates a weighted score .",#5 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#21,"2,254,308","58,260"
16,Code Geass: Hangyaku no Lelouch,,コードギアス 反逆のルルーシュ,Code Geass: Lelouch of the Rebellion,TV,25,Finished Airing,"Oct 6, 2006 to Jul 29, 2007",Fall 2006,Fridays at 01:25 (JST),"Bandai Visual , Mainichi Broadcasting System , Bandai , Sony Music Entertainment , Bandai Namco Entertainment , Hakuhodo DY Media Partners","Funimation , Bandai Entertainment",Sunrise,Original,"Action Action, Award Winning Award Winning, Drama Drama, Sci-Fi Sci-Fi","Mecha Mecha, Military Military, School School, Super Power Super Power",,24 min. per ep.,R - 17+ (violence & profanity),"8.70 1 (scored by 1392848 1,392,848 users) 1 indicates a weighted score .",#57 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#22,"2,237,672","108,497"
17,Boku no Hero Academia 3rd Season,,僕のヒーローアカデミア,My Hero Academia Season 3,TV,25,Finished Airing,"Apr 7, 2018 to Sep 29, 2018",Spring 2018,Saturdays at 17:30 (JST),"Dentsu , Yomiuri Telecasting , Movic , Sony Music Entertainment , TOHO animation , Shueisha",Funimation,Bones,Manga,,"School School, Super Power Super Power",Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.02 1 (scored by 1430777 1,430,777 users) 1 indicates a weighted score .",#597 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#26,"2,170,752","12,593"
18,Noragami,,ノラガミ,Noragami,TV,12,Finished Airing,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,Sundays at 23:30 (JST),"Avex Entertainment , Dentsu , Shochiku , Kodansha , Movic , Ai Addiction Inc. , Lawson HMV Entertainment , A-Sketch",Funimation,Bones,Manga,"Action Action, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.95 1 (scored by 1265277 1,265,277 users) 1 indicates a weighted score .",#688 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#27,"2,150,550","33,415"
19,Akame ga Kill!,Akame ga Kiru!,アカメが斬る！,Akame ga Kill!,TV,24,Finished Airing,"Jul 7, 2014 to Dec 15, 2014",Summer 2014,Mondays at 00:00 (JST),"Nihon Ad Systems , Sony Music Entertainment , TOHO animation , Q-Tec , Fields , Jinnan Studio , REAL-T",Sentai Filmworks,White Fox,Manga,"Action Action, Fantasy Fantasy","Gore Gore, Super Power Super Power",Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"7.47 1 (scored by 1302963 1,302,963 users) 1 indicates a weighted score .",#1903 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#29,"2,076,313","29,191"
20,Mob Psycho 100,"Mob Psycho Hyaku, Mob Psycho One Hundred",モブサイコ100,Mob Psycho 100,TV,12,Finished Airing,"Jul 11, 2016 to Sep 27, 2016",Summer 2016,Tuesdays at 00:00 (JST),"Warner Bros. Japan , KlockWorx , BS Fuji , Hakuhodo DY Music & Pictures , Shogakukan","Funimation , Crunchyroll",Bones,Web manga,"Action Action, Comedy Comedy, Supernatural Supernatural",,,24 min. per ep.,PG-13 - Teens 13 or older,"8.49 1 (scored by 1264310 1,264,310 users) 1 indicates a weighted score .",#135 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#31,"2,056,872","47,753"
21,Nanatsu no Taizai,,七つの大罪,The Seven Deadly Sins,TV,24,Finished Airing,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,Sundays at 17:00 (JST),"Aniplex , Dentsu , Mainichi Broadcasting System , Kodansha , Movic",Funimation,A-1 Pictures,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.64 1 (scored by 1335314 1,335,314 users) 1 indicates a weighted score .",#1335 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#32,"2,044,933","19,303"
22,Ansatsu Kyoushitsu,,暗殺教室,Assassination Classroom,TV,22,Finished Airing,"Jan 10, 2015 to Jun 20, 2015",Winter 2015,Saturdays at 00:55 (JST),"Dentsu , Studio Hibari , Fuji TV , DAX Production , BS Fuji , Avex Pictures , Shueisha",Funimation,Lerche,Manga,"Action Action, Comedy Comedy",,Shounen Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.08 1 (scored by 1185660 1,185,660 users) 1 indicates a weighted score .",#513 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#33,"2,003,800","29,644"
23,Mirai Nikki (TV),"Mirai Nikki, Mirai Nikki (2011)",未来日記,The Future Diary,TV,26,Finished Airing,"Oct 9, 2011 to Apr 15, 2012",Fall 2011,Sundays at 23:00 (JST),"Lantis , Kadokawa Shoten , Rakuonsha , KlockWorx , Dwango",Funimation,asread.,Manga,"Action Action, Supernatural Supernatural, Suspense Suspense","Gore Gore, High Stakes Game High Stakes Game, Psychological Psychological, Survival Survival",Shounen Shounen,23 min. per ep.,R+ - Mild Nudity,"7.40 1 (scored by 1207993 1,207,993 users) 1 indicates a weighted score .",#2209 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#34,"2,003,236","30,576"
24,Shingeki no Kyojin: The Final Season,"Shingeki no Kyojin Season 4, Attack on Titan Season 4",進撃の巨人 The Final Season,Attack on Titan: Final Season,TV,16,Finished Airing,"Dec 7, 2020 to Mar 29, 2021",Winter 2021,Mondays at 00:10 (JST),"Production I.G , Dentsu , Mainichi Broadcasting System , Pony Canyon , Kodansha , Techno Sound , Pony Canyon Enterprises",Funimation,MAPPA,Manga,"Action Action, Drama Drama, Suspense Suspense","Gore Gore, Military Military, Survival Survival",Shounen Shounen,23 min. per ep.,R - 17+ (violence & profanity),"8.79 1 (scored by 1313415 1,313,415 users) 1 indicates a weighted score .",#37 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#35,"1,978,275","52,121"
25,Sword Art Online II,"Phantom Bullet, SAO II, Sword Art Online 2, SAO 2",ソードアート・オンライン II,Sword Art Online II,TV,24,Finished Airing,"Jul 5, 2014 to Dec 20, 2014",Summer 2014,Mondays at 00:00 (JST),"Aniplex , Genco , ASCII Media Works , Bandai Namco Games",Aniplex of America,A-1 Pictures,Light novel,"Action Action, Adventure Adventure, Fantasy Fantasy, Romance Romance","Love Polygon Love Polygon, Video Game Video Game",,23 min. per ep.,PG-13 - Teens 13 or older,"6.71 1 (scored by 1327180 1,327,180 users) 1 indicates a weighted score .",#5592 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#36,"1,966,767","9,382"
26,Bleach,,BLEACH - ブリーチ -,Bleach,TV,366,Finished Airing,"Oct 5, 2004 to Mar 27, 2012",Fall 2004,Tuesdays at 18:00 (JST),"TV Tokyo , Aniplex , Dentsu , TV Tokyo Music , Shueisha",VIZ Media,Pierrot,Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.94 1 (scored by 1123149 1,123,149 users) 1 indicates a weighted score .",#701 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#39,"1,951,936","73,114"
27,Ao no Exorcist,Ao no Futsumashi,青の祓魔師(エクソシスト),Blue Exorcist,TV,25,Finished Airing,"Apr 17, 2011 to Oct 2, 2011",Spring 2011,Sundays at 17:00 (JST),"Aniplex , Dentsu , Mainichi Broadcasting System , Movic , Shueisha",Aniplex of America,A-1 Pictures,Manga,"Action Action, Fantasy Fantasy","Mythology Mythology, School School",Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.49 1 (scored by 1152188 1,152,188 users) 1 indicates a weighted score .",#1842 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#41,"1,918,089","17,027"
28,Kiseijuu: Sei no Kakuritsu,"Parasite, Parasitic Beasts, Parasyte",寄生獣 セイの格率,Parasyte: The Maxim,TV,24,Finished Airing,"Oct 9, 2014 to Mar 26, 2015",Fall 2014,Thursdays at 01:29 (JST),"VAP , Nippon Television Network , Forecast Communications",Sentai Filmworks,Madhouse,Manga,"Action Action, Horror Horror, Sci-Fi Sci-Fi, Suspense Suspense","Gore Gore, Psychological Psychological",Seinen Seinen,23 min. per ep.,R - 17+ (violence & profanity),"8.33 1 (scored by 1149666 1,149,666 users) 1 indicates a weighted score .",#224 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#42,"1,857,944","34,590"
29,Cowboy Bebop,,カウボーイビバップ,Cowboy Bebop,TV,26,Finished Airing,"Apr 3, 1998 to Apr 24, 1999",Spring 1998,Saturdays at 01:00 (JST),Bandai Visual,Funimation,Sunrise,Original,"Action Action, Award Winning Award Winning, Sci-Fi Sci-Fi","Adult Cast Adult Cast, Space Space",,24 min. per ep.,R - 17+ (violence & profanity),"8.75 1 (scored by 958269 958,269 users) 1 indicates a weighted score .",#46 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#43,"1,853,525","81,912"
30,Shinseiki Evangelion,"NGE, Evangelion (1995)",新世紀エヴァンゲリオン,Neon Genesis Evangelion,TV,26,Finished Airing,"Oct 4, 1995 to Mar 27, 1996",Fall 1995,Wednesdays at 18:30 (JST),"TV Tokyo , Kadokawa Shoten , Nihon Ad Systems , Audio Tanaka",GKIDS,"Gainax , Tatsunoko Production",Original,"Action Action, Avant Garde Avant Garde, Award Winning Award Winning, Drama Drama, Sci-Fi Sci-Fi, Suspense Suspense","Mecha Mecha, Psychological Psychological",,24 min. per ep.,PG-13 - Teens 13 or older,"8.35 1 (scored by 1078963 1,078,963 users) 1 indicates a weighted score .",#212 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#45,"1,804,867","105,568"
31,Code Geass: Hangyaku no Lelouch R2,"Code Geass: Hangyaku no Lelouch 2nd Season, Code Geass: Hangyaku no Lelouch Second Season",コードギアス 反逆のルルーシュ 続編,Code Geass: Lelouch of the Rebellion R2,TV,25,Finished Airing,"Apr 6, 2008 to Sep 28, 2008",Spring 2008,Sundays at 17:00 (JST),"Bandai Visual , Mainichi Broadcasting System , Bandai , Bandai Namco Entertainment , Hakuhodo DY Media Partners","Funimation , Bandai Entertainment",Sunrise,Original,"Action Action, Award Winning Award Winning, Drama Drama, Sci-Fi Sci-Fi","Mecha Mecha, Military Military, Super Power Super Power",,24 min. per ep.,R - 17+ (violence & profanity),"8.91 1 (scored by 1187983 1,187,983 users) 1 indicates a weighted score .",#20 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#46,"1,770,484","76,557"
32,Tokyo Ghoul √A,"Tokyo Ghoul Root A, Tokyo Ghoul 2nd Season, Tokyo Ghoul Second Season",東京喰種√A,Tokyo Ghoul √A,TV,12,Finished Airing,"Jan 9, 2015 to Mar 27, 2015",Winter 2015,Fridays at 00:00 (JST),"Marvelous AQL , Shueisha",Funimation,Pierrot,Manga,"Action Action, Fantasy Fantasy, Horror Horror, Suspense Suspense","Gore Gore, Psychological Psychological",Seinen Seinen,24 min. per ep.,R - 17+ (violence & profanity),"7.02 1 (scored by 1192546 1,192,546 users) 1 indicates a weighted score .",#4119 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#48,"1,764,136","10,502"
33,Fairy Tail,,FAIRY TAIL（フェアリーテイル）,Fairy Tail,TV,175,Finished Airing,"Oct 12, 2009 to Mar 30, 2013",Fall 2009,Saturdays at 10:30 (JST),"TV Tokyo , Dentsu , Pony Canyon , Kodansha , DAX Production , Sakura Create",Funimation,"Satelight , A-1 Pictures",Manga,"Action Action, Adventure Adventure, Fantasy Fantasy",,Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.57 1 (scored by 1007107 1,007,107 users) 1 indicates a weighted score .",#1567 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#50,"1,730,255","46,514"
34,Kill la Kill,"KLK, Dressed to Kill",キルラキル,Kill la Kill,TV,24,Finished Airing,"Oct 4, 2013 to Mar 28, 2014",Fall 2013,Fridays at 02:05 (JST),"Aniplex , Dentsu , Kadokawa Shoten , Mainichi Broadcasting System , Movic , Ultra Super Pictures , Lucent Pictures Entertainment",Aniplex of America,Trigger,Original,"Action Action, Comedy Comedy, Fantasy Fantasy, Ecchi Ecchi","School School, Super Power Super Power",,24 min. per ep.,PG-13 - Teens 13 or older,"8.03 1 (scored by 947974 947,974 users) 1 indicates a weighted score .",#570 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#54,"1,714,989","37,856"
35,Boku no Hero Academia 4th Season,,僕のヒーローアカデミア,My Hero Academia Season 4,TV,25,Finished Airing,"Oct 12, 2019 to Apr 4, 2020",Fall 2019,Saturdays at 17:30 (JST),"Dentsu , Yomiuri Telecasting , Movic , Sony Music Entertainment , TOHO animation , Shueisha",Funimation,Bones,Manga,,"School School, Super Power Super Power",Shounen Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.88 1 (scored by 1071068 1,071,068 users) 1 indicates a weighted score .",#803 2 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#55,"1,711,408","8,174"
